years;Province_Code;Province_name;General_Total-Total;General_Total-Male;General_Total-Female;Illiterate-Total;Illiterate-Male;Illiterate-Female;_Literate_without_a_diploma-Total;_Literate_without_a_diploma-Male;_Literate_without_a_diploma-Female;Primary_school-Total;Primary_school-Male;Primary_school-Female;Primary_education-Total;Primary_education-Male;Primary_education-Female;Lower_secondary_school-Total;Lower_secondary_school-Male;Lower_secondary_school-Female;Upper_secondary_school-Total;Upper_secondary_school-Male;Upper_secondary_school-Female;Universities_and_other_higher_educational_institutions-Total;Universities_and_other_higher_educational_institutions-Male;Universities_and_other_higher_educational_institutions-Female;Master_(Including_5_or_6_Years_Faculties)-Total;Master_(Including_5_or_6_Years_Faculties)-Male;Master_(Including_5_or_6_Years_Faculties)-Female;Doctorate-Total;Doctorate-Male;Doctorate-Female;_Unknown-Total;_Unknown-Male;_Unknown-Female
2008;66;Yozgat;  352 738;  174 961;  177 777;  43 427;  9 343;  34 084;  25 472;  10 965;  14 507;  126 100;  61 328;  64 772;  40 788;  20 803;  19 985;  14 727;  10 293;  4 434;  54 704;  34 840;  19 864;  12 413;  8 830;  3 583;   632;   428;   204;   100;   71;   29;  34 375;  18 060;  16 315
2008;67;Zonguldak;  486 445;  237 176;  249 269;  47 668;  7 391;  40 277;  27 624;  9 219;  18 405;  190 610;  92 138;  98 472;  52 454;  26 546;  25 908;  25 243;  17 223;  8 020;  90 536;  54 118;  36 418;  26 685;  16 209;  10 476;  1 305;   805;   500;   317;   216;   101;  24 003;  13 311;  10 692
2008;68;Aksaray;  263 419;  129 105;  134 314;  30 695;  5 088;  25 607;  15 133;  6 244;  8 889;  104 329;  51 931;  52 398;  36 274;  18 164;  18 110;  11 220;  7 680;  3 540;  35 194;  21 608;  13 586;  11 064;  7 282;  3 782;   462;   325;   137;   153;   105;   48;  18 895;  10 678;  8 217
2008;69;Bayburt;  54 989;  28 150;  26 839;  6 022;   973;  5 049;  4 301;  1 808;  2 493;  19 473;  9 027;  10 446;  7 706;  4 105;  3 601;  1 897;  1 436;   461;  9 024;  6 742;  2 282;  2 336;  1 782;   554;   108;   79;   29;   13;   11;   2;  4 109;  2 187;  1 922
2008;70;Karaman;  169 184;  83 104;  86 080;  13 686;  2 634;  11 052;  7 929;  3 538;  4 391;  76 941;  35 472;  41 469;  21 181;  10 553;  10 628;  6 972;  4 899;  2 073;  26 490;  15 730;  10 760;  8 810;  6 071;  2 739;   268;   179;   89;   42;   33;   9;  6 865;  3 995;  2 870
2008;71;Kırıkkale;  213 392;  106 074;  107 318;  18 987;  2 626;  16 361;  10 075;  3 432;  6 643;  67 907;  28 259;  39 648;  23 327;  12 276;  11 051;  16 163;  11 221;  4 942;  48 782;  31 635;  17 147;  11 898;  8 280;  3 618;   640;   411;   229;   162;   124;   38;  15 451;  7 810;  7 641
2008;72;Batman;  283 595;  141 465;  142 130;  63 235;  14 942;  48 293;  40 454;  16 919;  23 535;  49 958;  27 986;  21 972;  42 412;  24 588;  17 824;  7 794;  5 696;  2 098;  42 153;  30 373;  11 780;  8 704;  6 476;  2 228;   440;   317;   123;   73;   59;   14;  28 372;  14 109;  14 263
2008;73;Şırnak;  240 487;  129 040;  111 447;  65 583;  17 222;  48 361;  38 829;  17 971;  20 858;  30 868;  20 688;  10 180;  34 467;  24 217;  10 250;  3 223;  2 439;   784;  31 752;  26 175;  5 577;  6 317;  4 644;  1 673;   571;   439;   132;   59;   43;   16;  28 818;  15 202;  13 616
2008;74;Bartın;  146 894;  70 928;  75 966;  17 733;  3 694;  14 039;  11 043;  4 221;  6 822;  61 625;  30 165;  31 460;  16 153;  7 997;  8 156;  5 216;  3 668;  1 548;  19 182;  11 759;  7 423;  6 714;  4 276;  2 438;   313;   212;   101;   61;   40;   21;  8 854;  4 896;  3 958
2008;75;Ardahan;  82 002;  43 194;  38 808;  10 762;  2 228;  8 534;  7 944;  3 707;  4 237;  26 292;  13 828;  12 464;  10 531;  5 957;  4 574;  2 911;  2 161;   750;  11 990;  8 541;  3 449;  2 592;  1 739;   853;   169;   129;   40;   21;   12;   9;  8 790;  4 892;  3 898
2008;76;Iğdır;  120 688;  62 726;  57 962;  24 254;  5 704;  18 550;  15 510;  8 375;  7 135;  23 018;  13 957;  9 061;  14 559;  8 534;  6 025;  3 818;  2 571;  1 247;  18 635;  11 695;  6 940;  4 085;  2 668;  1 417;   253;   160;   93;   32;   22;   10;  16 524;  9 040;  7 484
2008;77;Yalova;  154 791;  77 205;  77 586;  7 009;  1 250;  5 759;  7 357;  2 716;  4 641;  52 776;  24 228;  28 548;  14 683;  7 919;  6 764;  11 051;  6 503;  4 548;  32 771;  17 990;  14 781;  11 251;  6 903;  4 348;   553;   369;   184;   99;   66;   33;  17 241;  9 261;  7 980
2008;78;Karabük;  172 017;  83 897;  88 120;  17 046;  3 213;  13 833;  11 042;  3 588;  7 454;  66 114;  30 530;  35 584;  17 239;  8 817;  8 422;  10 360;  7 337;  3 023;  31 844;  19 186;  12 658;  10 842;  7 047;  3 795;   384;   259;   125;   120;   95;   25;  7 026;  3 825;  3 201
2008;79;Kilis;  81 974;  40 062;  41 912;  12 326;  2 663;  9 663;  7 501;  2 791;  4 710;  27 128;  13 888;  13 240;  10 825;  5 743;  5 082;  3 394;  2 322;  1 072;  11 026;  6 831;  4 195;  3 267;  2 234;  1 033;   112;   75;   37;   32;   24;   8;  6 363;  3 491;  2 872
2008;80;Osmaniye;  325 559;  160 718;  164 841;  37 817;  7 454;  30 363;  18 005;  7 798;  10 207;  105 958;  51 037;  54 921;  40 826;  21 065;  19 761;  19 423;  13 035;  6 388;  63 445;  36 445;  27 000;  17 289;  11 350;  5 939;   534;   365;   169;   67;   41;   26;  22 195;  12 128;  10 067
2008;81;Düzce;  247 571;  122 397;  125 174;  18 971;  3 368;  15 603;  18 243;  6 175;  12 068;  103 245;  50 659;  52 586;  26 346;  13 242;  13 104;  10 877;  7 419;  3 458;  42 423;  25 470;  16 953;  11 928;  7 735;  4 193;   605;   372;   233;   184;   126;   58;  14 749;  7 831;  6 918
2009;1;Adana; 1 493 700;  738 086;  755 614;  147 732;  29 119;  118 613;  85 972;  36 380;  49 592;  480 531;  235 663;  244 868;  181 643;  96 707;  84 936;  84 733;  51 534;  33 199;  312 393;  172 724;  139 669;  115 455;  66 859;  48 596;  5 570;  3 173;  2 397;  2 044;  1 312;   732;  77 627;  44 615;  33 012
2009;2;Adıyaman;  397 427;  196 386;  201 041;  64 722;  14 306;  50 416;  30 138;  12 604;  17 534;  113 741;  55 886;  57 855;  65 725;  34 252;  31 473;  16 683;  12 208;  4 475;  65 335;  41 240;  24 095;  18 705;  12 894;  5 811;   567;   406;   161;   151;   120;   31;  21 660;  12 470;  9 190
2009;3;Afyonkarahisar;  524 933;  257 848;  267 085;  46 487;  7 175;  39 312;  28 792;  9 593;  19 199;  226 976;  107 731;  119 245;  65 157;  33 399;  31 758;  25 895;  18 720;  7 175;  83 842;  51 914;  31 928;  30 655;  19 321;  11 334;  1 610;  1 018;   592;   588;   447;   141;  14 931;  8 530;  6 401
2009;4;Ağrı;  316 402;  166 091;  150 311;  65 393;  15 405;  49 988;  59 403;  27 752;  31 651;  63 268;  39 844;  23 424;  36 380;  24 238;  12 142;  5 403;  4 106;  1 297;  30 167;  22 980;  7 187;  8 168;  5 760;  2 408;   459;   344;   115;   151;   101;   50;  47 610;  25 561;  22 049
2009;5;Amasya;  253 210;  125 148;  128 062;  19 515;  4 317;  15 198;  14 489;  5 359;  9 130;  101 045;  45 460;  55 585;  29 171;  15 234;  13 937;  12 260;  8 481;  3 779;  44 969;  27 301;  17 668;  18 514;  11 985;  6 529;   564;   378;   186;   136;   86;   50;  12 547;  6 547;  6 000
2009;6;Ankara; 3 589 816; 1 773 966; 1 815 850;  148 309;  22 176;  126 133;  111 012;  34 447;  76 565; 1 004 639;  432 489;  572 150;  356 609;  193 291;  163 318;  247 230;  149 311;  97 919;  940 506;  510 590;  429 916;  525 631;  290 392;  235 239;  50 647;  29 369;  21 278;  19 446;  11 588;  7 858;  185 787;  100 313;  85 474
2009;7;Antalya; 1 442 387;  729 377;  713 010;  80 231;  14 270;  65 961;  52 773;  20 205;  32 568;  551 892;  268 542;  283 350;  161 250;  85 295;  75 955;  76 272;  47 962;  28 310;  294 037;  161 802;  132 235;  133 408;  76 803;  56 605;  5 306;  3 153;  2 153;  1 780;  1 123;   657;  85 438;  50 222;  35 216
2009;8;Artvin;  131 822;  65 838;  65 984;  10 252;  1 765;  8 487;  7 212;  2 408;  4 804;  48 910;  21 885;  27 025;  13 043;  6 754;  6 289;  7 887;  5 533;  2 354;  27 949;  17 820;  10 129;  8 838;  5 772;  3 066;   305;   191;   114;   77;   51;   26;  7 349;  3 659;  3 690
2009;9;Aydın;  768 305;  381 946;  386 359;  65 318;  12 619;  52 699;  41 416;  16 688;  24 728;  323 069;  163 348;  159 721;  81 397;  43 213;  38 184;  32 682;  20 651;  12 031;  125 855;  68 169;  57 686;  59 734;  34 488;  25 246;  2 098;  1 239;   859;   823;   524;   299;  35 913;  21 007;  14 906
2009;10;Balıkesir;  920 181;  457 773;  462 408;  65 717;  15 122;  50 595;  45 588;  19 542;  26 046;  391 166;  180 115;  211 051;  89 261;  47 909;  41 352;  48 286;  30 731;  17 555;  164 110;  95 246;  68 864;  73 101;  44 373;  28 728;  3 122;  1 958;  1 164;   838;   576;   262;  38 992;  22 201;  16 791
2009;11;Bilecik;  161 094;  84 828;  76 266;  7 056;  1 407;  5 649;  6 152;  2 465;  3 687;  68 218;  29 575;  38 643;  17 123;  10 161;  6 962;  8 728;  6 029;  2 699;  35 787;  22 966;  12 821;  11 200;  7 404;  3 796;   412;   265;   147;   87;   65;   22;  6 331;  4 491;  1 840
2009;12;Bingöl;  175 317;  89 356;  85 961;  34 808;  7 875;  26 933;  20 880;  8 906;  11 974;  41 261;  22 271;  18 990;  27 584;  15 684;  11 900;  4 993;  3 668;  1 325;  26 822;  19 258;  7 564;  6 955;  5 184;  1 771;   292;   231;   61;   48;   43;   5;  11 674;  6 236;  5 438
2009;13;Bitlis;  198 885;  102 698;  96 187;  41 988;  9 600;  32 388;  28 327;  12 025;  16 302;  42 501;  24 318;  18 183;  31 219;  18 956;  12 263;  5 769;  4 402;  1 367;  27 665;  20 869;  6 796;  8 168;  5 778;  2 390;   326;   234;   92;   60;   44;   16;  12 862;  6 472;  6 390
2009;14;Bolu;  217 182;  107 484;  109 698;  14 393;  2 699;  11 694;  12 526;  4 555;  7 971;  88 521;  39 720;  48 801;  20 998;  11 150;  9 848;  9 555;  6 769;  2 786;  45 683;  27 635;  18 048;  17 467;  10 447;  7 020;   688;   419;   269;   403;   257;   146;  6 948;  3 833;  3 115
2009;15;Burdur;  201 021;  100 004;  101 017;  14 437;  2 237;  12 200;  9 864;  3 416;  6 448;  91 522;  43 532;  47 990;  19 858;  11 044;  8 814;  9 647;  6 692;  2 955;  34 072;  20 001;  14 071;  15 139;  9 382;  5 757;   412;   281;   131;   196;   133;   63;  5 874;  3 286;  2 588
2009;16;Bursa; 1 951 303;  965 550;  985 753;  106 581;  19 436;  87 145;  87 618;  31 230;  56 388;  740 417;  339 779;  400 638;  217 047;  111 319;  105 728;  137 267;  83 187;  54 080;  406 472;  233 737;  172 735;  160 112;  93 843;  66 269;  7 899;  4 820;  3 079;  2 371;  1 534;   837;  85 519;  46 665;  38 854
2009;17;Çanakkale;  394 608;  201 012;  193 596;  23 307;  6 100;  17 207;  21 266;  9 657;  11 609;  176 247;  81 009;  95 238;  36 158;  21 027;  15 131;  17 253;  11 545;  5 708;  71 923;  42 965;  28 958;  32 508;  19 277;  13 231;  1 637;   981;   656;   671;   460;   211;  13 638;  7 991;  5 647
2009;18;Çankırı;  146 050;  72 770;  73 280;  15 049;  3 110;  11 939;  9 130;  3 475;  5 655;  56 967;  26 152;  30 815;  16 371;  8 555;  7 816;  8 283;  6 070;  2 213;  25 380;  16 132;  9 248;  8 532;  5 682;  2 850;   454;   287;   167;   109;   77;   32;  5 775;  3 230;  2 545
2009;19;Çorum;  413 983;  203 642;  210 341;  51 579;  12 510;  39 069;  26 372;  11 239;  15 133;  166 376;  80 100;  86 276;  51 911;  26 743;  25 168;  15 441;  10 970;  4 471;  55 642;  34 230;  21 412;  23 220;  15 234;  7 986;   756;   489;   267;   201;   144;   57;  22 485;  11 983;  10 502
2009;20;Denizli;  715 297;  354 688;  360 609;  53 758;  8 676;  45 082;  28 611;  10 871;  17 740;  308 427;  152 580;  155 847;  74 236;  39 054;  35 182;  34 197;  22 344;  11 853;  124 068;  67 993;  56 075;  55 832;  32 402;  23 430;  1 792;  1 057;   735;   927;   655;   272;  33 449;  19 056;  14 393
2009;21;Diyarbakır;  950 407;  478 363;  472 044;  209 872;  48 082;  161 790;  134 271;  60 442;  73 829;  178 086;  106 958;  71 128;  153 236;  88 775;  64 461;  25 132;  18 146;  6 986;  140 923;  93 845;  47 078;  42 180;  28 251;  13 929;  2 150;  1 474;   676;   951;   713;   238;  63 606;  31 677;  31 929
2009;22;Edirne;  326 991;  166 287;  160 704;  21 988;  5 364;  16 624;  17 543;  7 762;  9 781;  137 350;  65 383;  71 967;  28 541;  16 622;  11 919;  17 478;  11 353;  6 125;  66 005;  37 652;  28 353;  25 560;  14 365;  11 195;  1 366;   837;   529;   701;   442;   259;  10 459;  6 507;  3 952
2009;23;Elazığ;  407 653;  199 739;  207 914;  58 835;  10 728;  48 107;  27 061;  9 967;  17 094;  111 078;  50 353;  60 725;  53 226;  27 859;  25 367;  21 213;  15 450;  5 763;  80 847;  51 913;  28 934;  29 641;  19 299;  10 342;  1 488;   913;   575;  1 030;   790;   240;  23 234;  12 467;  10 767
2009;24;Erzincan;  163 134;  83 258;  79 876;  17 871;  3 401;  14 470;  9 862;  3 946;  5 916;  51 591;  24 137;  27 454;  19 393;  10 873;  8 520;  8 653;  6 135;  2 518;  34 541;  21 819;  12 722;  11 864;  7 878;  3 986;   662;   462;   200;   160;   130;   30;  8 537;  4 477;  4 060
2009;25;Erzurum;  535 076;  267 325;  267 751;  69 216;  13 117;  56 099;  48 748;  19 165;  29 583;  153 752;  72 553;  81 199;  69 487;  38 623;  30 864;  22 184;  16 354;  5 830;  96 646;  63 572;  33 074;  35 088;  22 280;  12 808;  2 378;  1 477;   901;  1 490;  1 166;   324;  36 087;  19 018;  17 069
2009;26;Eskişehir;  610 126;  300 599;  309 527;  23 695;  3 749;  19 946;  18 891;  5 576;  13 315;  216 687;  90 181;  126 506;  50 559;  26 181;  24 378;  41 950;  26 374;  15 576;  159 526;  93 430;  66 096;  65 093;  37 216;  27 877;  4 220;  2 173;  2 047;  2 125;  1 264;   861;  27 380;  14 455;  12 925
2009;27;Gaziantep; 1 067 786;  531 997;  535 789;  125 736;  22 318;  103 418;  96 241;  36 309;  59 932;  362 699;  191 226;  171 473;  163 090;  86 857;  76 233;  44 256;  30 399;  13 857;  149 525;  90 975;  58 550;  53 073;  33 550;  19 523;  2 427;  1 546;   881;   835;   595;   240;  69 904;  38 222;  31 682
2009;28;Giresun;  331 610;  163 156;  168 454;  44 133;  6 894;  37 239;  23 403;  9 816;  13 587;  108 637;  56 884;  51 753;  35 146;  18 212;  16 934;  16 615;  11 201;  5 414;  60 020;  34 993;  25 027;  22 428;  14 050;  8 378;   799;   499;   300;   161;   121;   40;  20 268;  10 486;  9 782
2009;29;Gümüşhane;  98 924;  49 505;  49 419;  9 852;  1 630;  8 222;  6 955;  2 924;  4 031;  33 161;  15 365;  17 796;  12 769;  6 432;  6 337;  5 084;  3 577;  1 507;  19 106;  12 500;  6 606;  5 580;  3 867;  1 713;   187;   137;   50;   63;   49;   14;  6 167;  3 024;  3 143
2009;30;Hakkari;  156 293;  84 567;  71 726;  34 324;  9 320;  25 004;  18 414;  8 057;  10 357;  22 124;  12 109;  10 015;  29 081;  17 825;  11 256;  3 205;  2 339;   866;  29 337;  22 331;  7 006;  6 491;  5 155;  1 336;   338;   273;   65;   57;   46;   11;  12 922;  7 112;  5 810
2009;31;Hatay; 1 012 191;  509 697;  502 494;  106 555;  20 858;  85 697;  63 719;  25 093;  38 626;  370 884;  187 989;  182 895;  137 972;  75 492;  62 480;  45 479;  28 645;  16 834;  168 248;  98 382;  69 866;  60 819;  37 443;  23 376;  2 327;  1 452;   875;   805;   571;   234;  55 383;  33 772;  21 611
2009;32;Isparta;  333 816;  169 982;  163 834;  20 423;  3 279;  17 144;  13 587;  4 962;  8 625;  126 783;  57 631;  69 152;  35 227;  20 275;  14 952;  16 059;  10 964;  5 095;  74 579;  44 305;  30 274;  30 810;  18 876;  11 934;  1 311;   833;   478;   997;   739;   258;  14 040;  8 118;  5 922
2009;33;Mersin; 1 218 031;  606 604;  611 427;  99 892;  19 535;  80 357;  67 648;  27 242;  40 406;  439 526;  213 932;  225 594;  145 156;  78 573;  66 583;  63 330;  38 792;  24 538;  239 391;  133 152;  106 239;  97 438;  57 525;  39 913;  3 538;  2 114;  1 424;  1 152;   712;   440;  60 960;  35 027;  25 933
2009;34;İstanbul; 9 750 518; 4 872 389; 4 878 129;  444 342;  75 956;  368 386;  463 014;  171 419;  291 595; 3 271 847; 1 578 280; 1 693 567; 1 089 213;  577 439;  511 774;  605 814;  361 330;  244 484; 2 140 952; 1 146 712;  994 240;  960 971;  525 479;  435 492;  99 140;  57 548;  41 592;  26 872;  16 160;  10 712;  648 353;  362 066;  286 287
2009;35;İzmir; 3 076 853; 1 526 804; 1 550 049;  159 027;  30 135;  128 892;  132 476;  49 710;  82 766; 1 097 402;  522 575;  574 827;  312 032;  170 898;  141 134;  190 403;  110 280;  80 123;  670 917;  358 482;  312 435;  330 520;  180 428;  150 092;  19 305;  10 499;  8 806;  8 128;  4 771;  3 357;  156 643;  89 026;  67 617
2009;36;Kars;  209 485;  109 600;  99 885;  29 005;  5 426;  23 579;  19 818;  8 698;  11 120;  59 784;  32 840;  26 944;  29 597;  17 426;  12 171;  7 768;  5 415;  2 353;  31 790;  21 051;  10 739;  9 564;  6 032;  3 532;   466;   286;   180;   236;   189;   47;  21 457;  12 237;  9 220
2009;37;Kastamonu;  289 287;  141 150;  148 137;  41 793;  8 993;  32 800;  19 371;  7 953;  11 418;  116 305;  55 845;  60 460;  30 571;  15 448;  15 123;  12 512;  9 619;  2 893;  42 105;  26 996;  15 109;  16 639;  10 334;  6 305;   613;   390;   223;   164;   118;   46;  9 214;  5 454;  3 760
2009;38;Kayseri;  875 550;  437 861;  437 689;  63 794;  9 591;  54 203;  40 557;  13 744;  26 813;  314 751;  149 794;  164 957;  100 986;  53 894;  47 092;  46 108;  30 487;  15 621;  175 333;  103 909;  71 424;  71 088;  44 291;  26 797;  3 407;  1 884;  1 523;  1 197;   855;   342;  58 329;  29 412;  28 917
2009;39;Kırklareli;  273 505;  139 512;  133 993;  12 577;  2 715;  9 862;  12 447;  5 036;  7 411;  117 419;  54 828;  62 591;  25 085;  14 121;  10 964;  16 634;  10 192;  6 442;  59 172;  34 239;  24 933;  20 359;  11 889;  8 470;   814;   525;   289;   120;   84;   36;  8 878;  5 883;  2 995
2009;40;Kırşehir;  171 850;  84 245;  87 605;  16 702;  2 877;  13 825;  8 434;  3 313;  5 121;  62 367;  28 886;  33 481;  19 535;  10 206;  9 329;  9 634;  6 433;  3 201;  35 170;  20 543;  14 627;  12 916;  8 132;  4 784;   471;   316;   155;   153;   114;   39;  6 468;  3 425;  3 043
2009;41;Kocaeli; 1 140 701;  575 142;  565 559;  60 034;  10 383;  49 651;  51 578;  17 809;  33 769;  396 703;  179 200;  217 503;  134 300;  70 389;  63 911;  71 882;  46 348;  25 534;  261 477;  156 648;  104 829;  97 216;  58 242;  38 974;  5 179;  3 297;  1 882;  1 449;   920;   529;  60 883;  31 906;  28 977
2009;42;Konya; 1 448 530;  706 646;  741 884;  112 309;  16 843;  95 466;  57 171;  21 486;  35 685;  638 587;  290 069;  348 518;  191 537;  96 897;  94 640;  60 642;  43 913;  16 729;  230 142;  140 140;  90 002;  104 193;  66 186;  38 007;  5 072;  3 283;  1 789;  2 422;  1 770;   652;  46 455;  26 059;  20 396
2009;43;Kütahya;  456 400;  226 491;  229 909;  40 661;  8 380;  32 281;  23 407;  9 819;  13 588;  199 485;  87 015;  112 470;  50 465;  26 327;  24 138;  21 787;  16 321;  5 466;  80 535;  53 009;  27 526;  29 076;  18 920;  10 156;  1 472;   965;   507;   451;   356;   95;  9 061;  5 379;  3 682
2009;44;Malatya;  540 316;  267 313;  273 003;  64 032;  12 780;  51 252;  31 216;  12 140;  19 076;  152 276;  72 459;  79 817;  68 644;  36 277;  32 367;  32 876;  21 929;  10 947;  114 495;  67 701;  46 794;  41 320;  25 737;  15 583;  1 385;   927;   458;   731;   527;   204;  33 341;  16 836;  16 505
2009;45;Manisa; 1 037 350;  518 380;  518 970;  91 053;  18 573;  72 480;  54 705;  23 096;  31 609;  477 701;  235 683;  242 018;  116 066;  62 572;  53 494;  40 437;  26 686;  13 751;  157 801;  91 229;  66 572;  64 118;  39 096;  25 022;  2 311;  1 402;   909;   603;   435;   168;  32 555;  19 608;  12 947
2009;46;Kahramanmaraş;  710 074;  357 817;  352 257;  90 632;  17 806;  72 826;  48 170;  20 885;  27 285;  244 722;  124 996;  119 726;  102 828;  53 090;  49 738;  32 705;  22 815;  9 890;  114 788;  72 017;  42 771;  37 837;  24 897;  12 940;  1 679;  1 147;   532;   552;   435;   117;  36 161;  19 729;  16 432
2009;47;Mardin;  448 348;  223 710;  224 638;  99 938;  23 564;  76 374;  58 318;  24 419;  33 899;  95 186;  54 609;  40 577;  75 079;  42 751;  32 328;  11 532;  8 012;  3 520;  62 533;  43 433;  19 100;  15 067;  10 942;  4 125;   728;   534;   194;   110;   80;   30;  29 857;  15 366;  14 491
2009;48;Muğla;  629 644;  321 488;  308 156;  30 412;  5 354;  25 058;  24 481;  9 396;  15 085;  269 322;  134 057;  135 265;  60 888;  32 922;  27 966;  29 612;  18 961;  10 651;  120 331;  66 566;  53 765;  57 076;  32 157;  24 919;  2 350;  1 396;   954;   713;   488;   225;  34 459;  20 191;  14 268
2009;49;Muş;  239 101;  122 163;  116 938;  55 483;  12 437;  43 046;  41 314;  18 834;  22 480;  46 313;  29 882;  16 431;  33 600;  21 417;  12 183;  5 300;  4 054;  1 246;  25 666;  19 430;  6 236;  6 175;  4 382;  1 793;   229;   165;   64;   76;   58;   18;  24 945;  11 504;  13 441
2009;50;Nevşehir;  211 641;  103 477;  108 164;  17 520;  2 286;  15 234;  10 777;  3 618;  7 159;  90 804;  43 188;  47 616;  26 515;  13 719;  12 796;  11 501;  7 796;  3 705;  34 626;  20 623;  14 003;  13 066;  8 163;  4 903;   460;   298;   162;   128;   95;   33;  6 244;  3 691;  2 553
2009;51;Niğde;  244 059;  120 588;  123 471;  25 044;  3 553;  21 491;  13 893;  5 151;  8 742;  97 660;  50 316;  47 344;  33 232;  17 183;  16 049;  10 153;  6 873;  3 280;  38 793;  22 381;  16 412;  15 254;  9 074;  6 180;   765;   488;   277;   318;   242;   76;  8 947;  5 327;  3 620
2009;52;Ordu;  550 084;  272 638;  277 446;  82 012;  16 557;  65 455;  39 142;  17 301;  21 841;  189 897;  100 922;  88 975;  63 724;  32 585;  31 139;  26 368;  17 728;  8 640;  91 621;  53 887;  37 734;  30 359;  18 617;  11 742;   926;   591;   335;   245;   177;   68;  25 790;  14 273;  11 517
2009;53;Rize;  246 854;  120 537;  126 317;  20 254;  2 194;  18 060;  14 391;  3 788;  10 603;  91 197;  44 499;  46 698;  28 074;  14 311;  13 763;  11 968;  8 654;  3 314;  49 180;  28 787;  20 393;  16 734;  10 422;  6 312;   685;   442;   243;   193;   153;   40;  14 178;  7 287;  6 891
2009;54;Sakarya;  651 311;  323 276;  328 035;  40 748;  6 784;  33 964;  31 702;  11 147;  20 555;  267 117;  123 065;  144 052;  74 046;  37 084;  36 962;  36 489;  25 174;  11 315;  125 282;  75 207;  50 075;  42 375;  26 240;  16 135;  2 516;  1 648;   868;   864;   659;   205;  30 172;  16 268;  13 904
2009;55;Samsun;  946 236;  463 497;  482 739;  94 936;  19 400;  75 536;  60 134;  24 285;  35 849;  358 483;  177 306;  181 177;  116 786;  60 497;  56 289;  39 529;  25 550;  13 979;  159 028;  89 663;  69 365;  66 237;  38 391;  27 846;  2 546;  1 535;  1 011;  1 381;   941;   440;  47 176;  25 929;  21 247
2009;56;Siirt;  177 809;  92 879;  84 930;  43 588;  10 190;  33 398;  22 720;  10 494;  12 226;  30 514;  17 772;  12 742;  30 862;  19 335;  11 527;  3 878;  2 993;   885;  26 036;  19 990;  6 046;  7 837;  5 765;  2 072;   337;   267;   70;   70;   51;   19;  11 967;  6 022;  5 945
2009;57;Sinop;  159 906;  78 090;  81 816;  18 838;  4 729;  14 109;  12 538;  5 402;  7 136;  65 126;  31 541;  33 585;  18 142;  9 128;  9 014;  6 356;  4 472;  1 884;  22 205;  12 885;  9 320;  10 251;  6 262;  3 989;   272;   163;   109;   93;   62;   31;  6 085;  3 446;  2 639
2009;58;Sivas;  471 657;  236 177;  235 480;  53 406;  10 537;  42 869;  28 752;  11 623;  17 129;  148 595;  71 204;  77 391;  60 465;  32 225;  28 240;  24 038;  16 404;  7 634;  91 945;  57 467;  34 478;  33 469;  20 550;  12 919;  1 106;   731;   375;   735;   529;   206;  29 146;  14 907;  14 239
2009;59;Tekirdağ;  611 101;  313 967;  297 134;  27 869;  5 950;  21 919;  25 040;  10 054;  14 986;  243 287;  115 027;  128 260;  65 266;  35 932;  29 334;  38 668;  23 037;  15 631;  134 298;  78 697;  55 601;  44 711;  26 056;  18 655;  2 206;  1 355;   851;   519;   364;   155;  29 237;  17 495;  11 742
2009;60;Tokat;  470 181;  233 018;  237 163;  56 855;  13 728;  43 127;  31 236;  14 220;  17 016;  176 925;  83 178;  93 747;  59 555;  31 143;  28 412;  19 235;  13 451;  5 784;  74 124;  45 771;  28 353;  28 380;  18 522;  9 858;  1 039;   687;   352;   437;   330;   107;  22 395;  11 988;  10 407
2009;61;Trabzon;  590 665;  289 681;  300 984;  55 148;  7 244;  47 904;  34 740;  12 637;  22 103;  190 575;  91 473;  99 102;  65 701;  33 465;  32 236;  30 313;  20 164;  10 149;  130 722;  76 536;  54 186;  52 033;  31 755;  20 278;  2 247;  1 312;   935;  1 120;   808;   312;  28 066;  14 287;  13 779
2009;62;Tunceli;  69 197;  40 232;  28 965;  8 682;  2 026;  6 656;  3 653;  1 843;  1 810;  16 893;  8 812;  8 081;  8 744;  6 099;  2 645;  2 691;  1 851;   840;  17 352;  11 933;  5 419;  5 032;  3 371;  1 661;   267;   195;   72;   42;   33;   9;  5 841;  4 069;  1 772
2009;63;Şanlıurfa;  927 595;  456 629;  470 966;  198 782;  44 091;  154 691;  180 712;  77 894;  102 818;  190 071;  117 172;  72 899;  130 096;  79 355;  50 741;  18 222;  13 405;  4 817;  88 319;  61 394;  26 925;  26 766;  18 608;  8 158;  1 327;   954;   373;   628;   501;   127;  92 672;  43 255;  49 417
2009;64;Uşak;  262 653;  129 076;  133 577;  24 761;  4 302;  20 459;  12 544;  5 215;  7 329;  112 179;  53 988;  58 191;  28 522;  14 861;  13 661;  13 710;  9 420;  4 290;  44 544;  25 491;  19 053;  18 726;  11 265;  7 461;   617;   376;   241;   161;   119;   42;  6 889;  4 039;  2 850
2009;65;Van;  601 639;  308 007;  293 632;  133 574;  31 245;  102 329;  92 648;  42 830;  49 818;  129 383;  77 028;  52 355;  93 173;  56 462;  36 711;  14 039;  10 371;  3 668;  70 845;  50 524;  20 321;  20 596;  14 437;  6 159;  1 232;   882;   350;   712;   567;   145;  45 437;  23 661;  21 776
